name,initial,rating,totalRatings,address,distance,phone,tags,hasWhatsApp,hasEnquiry,isTrusted,isVerified,isPopular,category,subcategory,city,timestamp
S A Enterprises,<,4.1,14 Ratings,"Bypass Road Hassan City, Hassan",,09054506825,Battery Scrap,true,false,false,false,true,Scrap Buyers,,Hassan,2025-05-27T08:56:41.238Z
Thoufeeq Enterprise,<,4.8,3 Ratings,"B M Road Bm Road, Hassan",,09054064174,Battery Scrap; Company Authorised Dealer,true,false,false,true,true,Scrap Buyers,,Hassan,2025-05-27T08:56:41.239Z
Bhoomika Demolition Work,<,5.0,1 Rating,"Doddavakalageri KT Street, Mysore",,09725853540,,true,false,false,false,true,Scrap Buyers,,Hassan,2025-05-27T08:56:41.239Z
The BEST Polymers,<,3.9,6 Ratings,"Industrial Area Santhepet, Mysore",,08511514021,Industrial Scrap Buyers; Scrap Dealers,true,false,false,true,false,Scrap Buyers,,Hassan,2025-05-27T08:56:41.239Z
Indian Steels,<,4.0,21 Ratings,"Kiadb Industrial Area Hirehali, Tumkur",,07383802862,Steel Scrap Buyers; Scrap Dealers,true,false,false,false,false,Scrap Buyers,,Hassan,2025-05-27T08:56:41.239Z
Ar Car Scrap,<,3.9,18 Ratings,"Gangondanahalli Nayandahalli, Bangalore",,07041232513,Battery Scrap,true,false,false,true,true,Scrap Buyers,,Hassan,2025-05-27T08:56:41.240Z
K P P Alloys,<,4.1,31 Ratings,"Laggere Road Peenya, Bangalore",,07048501049,Battery Scrap,true,false,false,true,true,Scrap Buyers,,Hassan,2025-05-27T08:56:41.240Z
Aisha Enterprises,<,3.7,3 Ratings,"Mangalya Choutry Doddaballapur, Bangalore",,08734946962,Battery Scrap,true,false,false,false,false,Scrap Buyers,,Hassan,2025-05-27T08:56:41.240Z
S K Enterprises,<,4.3,14 Ratings,"B Road Hubli Gavi Oni, Hubli",,09725463865,Battery Scrap,true,false,false,false,true,Scrap Buyers,,Hassan,2025-05-27T08:56:41.240Z
Hindustan Traders,<,4.3,34 Ratings,"Taluk Pj Extension Davangere, Davangere",,,Battery Scrap,true,false,false,false,true,Scrap Buyers,,Hassan,2025-05-27T08:56:41.242Z
Kh Enterprises,K,4.2,42 Ratings,"Mkn Road Guindy, Chennai",,08123681753,Battery Scrap,true,false,false,false,true,Scrap Buyers,,Hassan,2025-05-27T08:56:41.246Z
Sri Murugan Traders,+,4.3,18 Ratings,"Aandan Koil Road Karur West, Karur",,08401748423,Battery Scrap,true,false,false,true,true,Scrap Buyers,,Hassan,2025-05-27T08:56:41.247Z
Genuine Enterprises,+,2.0,4 Ratings,"Kamarajar Street Sriperumbudur, Kanchipuram",,09972361269,Battery Scrap,true,false,false,false,false,Scrap Buyers,,Hassan,2025-05-27T08:56:41.247Z
Shakti Sales Corporation,+,4.1,348 Ratings,"Bethora Bypass Road Ponda, Goa",,,Plastic Scrap Dealers; Scrap Dealers,true,false,false,true,true,Scrap Buyers,,Hassan,2025-05-27T08:56:41.248Z
South Indian Scrap Traders,S,4.1,99 Ratings,"Palarivattom, Ernakulam",,,Aluminium Scrap Buyers; Scrap Buyers,true,false,false,true,true,Scrap Buyers,,Hassan,2025-05-27T08:56:41.248Z
A G Enterprises,A,4.0,189 Ratings,"Kudalwadi Chikhali, Pune",,,Waste Management Services; Scrap Dealers,true,false,false,true,true,Scrap Buyers,,Hassan,2025-05-27T08:56:41.248Z
Shivdatta Traders,S,4.0,5 Ratings,"Bandra East, Mumbai",,09980664981,Scrap Buyers; Scrap Dealers,true,false,false,false,false,Scrap Buyers,,Hassan,2025-05-27T08:56:41.248Z
Bilal Scrap,+,3.5,2 Ratings,"Kadarsha Ni Nal Nanpura, Surat",,09054398117,Battery Scrap,true,false,false,false,false,Scrap Buyers,,Hassan,2025-05-27T08:56:41.249Z
Gulshan Steels Pvt.Ltd.,+,4.5,20 Ratings,"Bilaspur Road Birgaon, Raipur-Chhattisgarh",,08511109837,Scrap Dealers; Tmt Bar Dealers,true,false,true,true,true,Scrap Buyers,,Hassan,2025-05-27T08:56:41.249Z
POONAM SCRAP BHANDAR,P,4.3,15 Ratings,"SANWER ROAD INDORE Sanwer Road, Indore",,08296835720,Furniture Scrap Buyers; Scrap Dealers,true,false,false,false,true,Scrap Buyers,,Hassan,2025-05-27T08:56:41.249Z
SNA India Corporation,+,4.1,374 Ratings,"Talkies Road Shastri Nagar, Bhilwara",,,Scrap Dealers; Plastic Scrap Dealers,true,false,false,true,true,Scrap Buyers,,Hassan,2025-05-27T08:56:41.250Z
Salvagekaro,+,5.0,20 Ratings,"Near Jagatpura Fatak Model Town, Jaipur",,08971253074,Scrap Buyers; Iron Scrap Buyers,true,false,false,false,true,Scrap Buyers,,Hassan,2025-05-27T08:56:41.250Z
Mishthi Steels,+,4.1,161 Ratings,"D No 332 Koyla Nagar, Kanpur",,08128849361,Battery Scrap,true,false,true,true,true,Scrap Buyers,,Hassan,2025-05-27T08:56:41.250Z
Tst Enterprises,+,4.1,110 Ratings,"Ram Vihar Road Rawatpur, Kanpur",,08128172422,Brass Scrap Buyers; Scrap Dealers,true,false,true,true,true,Scrap Buyers,,Hassan,2025-05-27T08:56:41.250Z
Attero Recycling Pvt Ltd,A,4.1,260 Ratings,"Sector 64 Noida Sector 64, Noida",,08904980455,Battery Scrap,true,false,false,false,true,Scrap Buyers,,Hassan,2025-05-27T08:56:41.250Z
Jumbo Waste Solutions Pvt Ltd,J,3.9,32 Ratings,"Nanak Pura-Hari Nagar, Delhi",,08147011681,Battery Scrap,true,false,false,false,false,Scrap Buyers,,Hassan,2025-05-27T08:56:41.250Z
Syed Mujeeb Scrap Shop,+,4.1,7 Ratings,"AZAD Road Azad Road, Hassan",,,Battery Scrap,true,false,false,false,true,Scrap Buyers,,Hassan,2025-05-27T08:56:41.250Z
Al Ameer Home Services,+,4.3,22 Ratings,"Bm Road, Hassan",,,LPG Gas Pipe Line Installation Services; Electricians,true,false,false,false,true,Scrap Buyers,,Hassan,2025-05-27T08:56:41.250Z
Scrap Point,+,5.0,8 Ratings,"Hosaline Road Bm Road, Hassan",,,Scrap Dealers; Scrap Buyers,true,false,false,false,true,Scrap Buyers,,Hassan,2025-05-27T08:56:41.251Z
Sk Scrap Shop,S,5.0,2 Ratings,"Channarayapattana Bagur Circle, Hassan",,,Scrap Dealers; Scrap Buyers,true,false,false,false,true,Scrap Buyers,,Hassan,2025-05-27T08:56:41.251Z
Umreaz Khan Scrap Marchent,U,5.0,1 Rating,"Salagam Road Rangoli Halla, Hassan",,,Battery Scrap,false,false,false,false,true,Scrap Buyers,,Hassan,2025-05-27T08:56:41.251Z
H K G N Steels,H,5.0,1 Rating,"Kote Main Road Holenarsipur, Hassan",,,Battery Scrap,true,false,false,false,true,Scrap Buyers,,Hassan,2025-05-27T08:56:41.251Z
Old Iron & Plastic Shop,O,5.0,1 Rating,"VB Rd, Hassan",,,Metal Scrap Buyers; Scrap Buyers,false,false,false,false,false,Scrap Buyers,,Hassan,2025-05-27T08:56:41.251Z
Scrap Point,S,5.0,1 Rating,"Hassan HO, Hassan",,,Battery Scrap,true,false,false,false,false,Scrap Buyers,,Hassan,2025-05-27T08:56:41.251Z
Bilal Enterprises,B,5.0,2 Ratings,"Pampa Naagar, Chikmagalur",,,Battery Scrap,true,false,false,false,true,Scrap Buyers,,Hassan,2025-05-27T08:56:41.251Z
Sri Sai Batteries,S,4.3,7 Ratings,"Kadur Chikmagalur HO, Chikmagalur",,,Battery Scrap,true,false,false,false,true,Scrap Buyers,,Hassan,2025-05-27T08:56:41.252Z
Mansur Scrap And Buyers,+,5.0,1 Rating,"BM Road Kushalnagar, Coorg",,,Battery Scrap,true,false,false,false,false,Scrap Buyers,,Hassan,2025-05-27T08:56:41.252Z
M S Scrap Merchant,+,5.0,2 Ratings,"B M Road Kushalnagar, Coorg",,,Scrap Buyers; Scrap Dealers,true,false,false,false,true,Scrap Buyers,,Hassan,2025-05-27T08:56:41.252Z
Sapna Plastics,S,4.0,2 Ratings,"2nd Cross Yelwal, Mysore",,,Battery Scrap,true,false,false,false,true,Scrap Buyers,,Hassan,2025-05-27T08:56:41.252Z
R.K.METALS,+,4.2,2 Ratings,"Industrial Area Koorgalli, Mysore",,,Scrap Buyers; Aluminium Manufacturers,true,false,false,false,true,Scrap Buyers,,Hassan,2025-05-27T08:56:41.252Z
City Scrap,C,4.0,2 Ratings,"P B Road Gonikoppa, Coorg",,,Scrap Buyers,true,false,false,false,false,Scrap Buyers,,Hassan,2025-05-27T08:56:41.252Z
Veena Metals,+,3.3,3 Ratings,"Hebbal Main Road Hebbal, Mysore",,,Stainless Steel Dealers; Steel Dealers,true,false,false,false,false,Scrap Buyers,,Hassan,2025-05-27T08:56:41.253Z
N k ENTERPRISES,+,5.0,1 Rating,"No. 83 Metagalli, Mysore",,,Battery Scrap,true,false,false,false,true,Scrap Buyers,,Hassan,2025-05-27T08:56:41.253Z
Manu Scrap Enterprise,+,5.0,1 Rating,"Gaddige Road Bogadi, Mysore",,,Battery Scrap,true,false,false,false,true,Scrap Buyers,,Hassan,2025-05-27T08:56:41.253Z
Hayath Scraps,+,5.0,2 Ratings,"Telugu StBeedi Virajpet, Coorg",,,Scrap Buyers,false,false,false,false,true,Scrap Buyers,,Hassan,2025-05-27T08:56:41.253Z
A G And Company,A,4.0,1 Rating,"Industrial A Layout Banni Mantap, Mysore",,,Battery Scrap,true,false,false,false,false,Scrap Buyers,,Hassan,2025-05-27T08:56:41.253Z
A N Enterprises,+,4.8,9 Ratings,"CV Road Bannimantap, Mysore",,07411559121,Battery Scrap,true,false,false,false,true,Scrap Buyers,,Hassan,2025-05-27T08:56:41.253Z
AGK Enterprises,A,4.0,2 Ratings,"Industrial A Layout Bannimantap, Mysore",,,Battery Scrap,true,false,false,false,false,Scrap Buyers,,Hassan,2025-05-27T08:56:41.253Z
National Traders,N,4.5,1 Rating,"Cercle New Bannimantap Extension, Mysore",,,Scrap Buyers; Iron Scrap Buyers,true,false,false,false,false,Scrap Buyers,,Hassan,2025-05-27T08:56:41.254Z
